,DoY,Hour,Tair,Rg,GPP_uStar_f,PAR,GPP_Sim,LAI_Sim
49465,301.0,12.5,9.0612,227.04,2.2948,467.1604938271605,9.330967478921265,0.0054
49466,301.0,13.0,9.358,182.07,1.6483,374.6296296296296,7.4827750567617795,0.0054
49467,301.0,13.5,9.291,129.67,0.5153300000000001,266.81069958847735,5.329221956446971,0.0054
49468,301.0,14.0,9.4379,92.43,0.8269,190.1851851851852,3.7987197149255305,0.0054
49469,301.0,14.5,9.621,86.27,0.87884,177.5102880658436,3.545553930613713,0.0054
49470,301.0,15.0,9.485,63.61,0.84877,130.88477366255145,2.6142655097523857,0.0054
49471,301.0,15.5,9.509,33.61,4.5383,69.15637860082305,1.3813152614805484,0.0054
49472,301.0,16.0,9.238,16.5,-0.2999,33.95061728395062,0.6781226365495105,0.0054
49501,302.0,6.5,7.028,20.3,-5.1915,41.769547325102884,0.8342963346639433,0.0054
49502,302.0,7.0,7.131,45.15,-2.6421,92.90123456790123,1.8555901236491148,0.0054
49503,302.0,7.5,7.416,70.0,5.0578,144.0329218106996,2.876883912634287,0.0054
49504,302.0,8.0,7.689,85.94,5.9951,176.8312757201646,3.531991477882723,0.0054
49505,302.0,8.5,7.826,128.12,5.0717,263.62139917695475,5.265519526952927,0.0054
49506,302.0,9.0,9.818294,126.32,0.8441,259.917695473251,5.191542512056615,0.0054
49507,302.0,9.5,9.818294,126.32,0.84906,259.917695473251,5.191542512056615,0.0054
49508,302.0,10.0,10.491201,158.57,3.9956,326.275720164609,6.51696402894884,0.0054
49509,302.0,10.5,10.491201,158.57,4.0007,326.275720164609,6.51696402894884,0.0054
49510,302.0,11.0,11.251217,197.08,2.2638,405.5144032921811,8.09966116431379,0.0054
49511,302.0,11.5,11.251217,197.08,2.2691,405.5144032921811,8.09966116431379,0.0054
49512,302.0,12.0,12.015755,146.39,1.9998,301.2139917695473,6.016386228150474,0.0054
49513,302.0,12.5,12.015755,146.39,2.0052,301.2139917695473,6.016386228150474,0.0054
49514,302.0,13.0,12.306397,115.69,3.1528,238.04526748971193,4.754667140752295,0.0054
49515,302.0,13.5,12.306397,115.69,3.1583,238.04526748971193,4.754667140752295,0.0054
49516,302.0,14.0,11.920267,78.616,3.2448,161.76131687242798,3.2309872239379587,0.0054
49517,302.0,14.5,11.920267,78.616,3.2502,161.76131687242798,3.2309872239379587,0.0054
49518,302.0,15.0,11.920619,24.452,5.0134,50.31275720164609,1.0049366490247655,0.0054
49519,302.0,15.5,10.32,31.7,5.7185,65.22633744855968,1.3028174290072414,0.0054
49520,302.0,16.0,10.067,17.7,5.3835,36.41975308641975,0.727440646480384,0.0054
49549,303.0,6.5,10.49,24.73,5.917,50.884773662551446,1.0163619879920847,0.0054
49550,303.0,7.0,10.696,90.0,-4.7169,185.1851851851852,3.6988507448155117,0.0054
49551,303.0,7.5,10.894,107.61,-7.9658,221.41975308641975,4.42259254055108,0.0054
49552,303.0,8.0,11.299,142.73,0.13467,293.6831275720165,5.865966297861311,0.0054
49553,303.0,8.5,11.908,209.3,1.8483,430.6584362139918,8.601882898776518,0.0054
49554,303.0,9.0,13.078,245.34,3.5721,504.81481481481484,10.083067130367086,0.0054
49555,303.0,9.5,13.602,224.5,1.1811,461.93415637860085,9.22657769123425,0.0054
49556,303.0,10.0,14.021,251.12,5.4026,516.7078189300412,10.32061554486746,0.0054
49557,303.0,10.5,13.811,210.65,6.3555,433.4362139917696,8.657365659948752,0.0054
49558,303.0,11.0,14.095999999999998,238.66,5.2919,491.06995884773664,9.808530208418556,0.0054
49559,303.0,11.5,14.878,202.83,2.5084,417.3456790123457,8.335976628565893,0.0054
49560,303.0,12.0,14.909,159.61,2.6338,328.4156378600823,6.5597063042222645,0.0054
49561,303.0,12.5,14.699000000000002,179.36,-0.1614799999999999,369.05349794238685,7.371398551001224,0.0054
49562,303.0,13.0,15.204,181.16,1.8493,372.75720164609055,7.4453755658975345,0.0054
49563,303.0,13.5,15.597,121.6,4.1938,250.2057613168724,4.997558339661847,0.0054
49564,303.0,14.0,15.515999999999998,60.35,1.761,124.1769547325103,2.480284916106846,0.0054
49565,303.0,14.5,15.742,64.46,5.0579,132.63374485596708,2.6491991001200876,0.0054
49566,303.0,15.0,15.451,45.0,5.7367,92.5925925925926,1.8494253724077558,0.0054
49567,303.0,15.5,15.413,27.4,5.9841,56.37860082304527,1.126094560088278,0.0054
49568,303.0,16.0,14.34,18.9,4.9148,38.888888888888886,0.7767586564112574,0.0054
49599,304.0,7.5,14.165,24.99,5.8055,51.41975308641975,1.0270475568104405,0.0054
49600,304.0,8.0,14.406,35.41,5.407,72.86008230452674,1.4552922763768583,0.0054
49601,304.0,8.5,15.0143,26.18,6.0623,53.86831275720165,1.0759545833252233,0.0054
49602,304.0,9.0,15.4158,47.21,5.4396,97.13991769547326,1.9402527073637814,0.0054
49603,304.0,9.5,16.0545,41.54,4.8234,85.47325102880659,1.707225110440404,0.0054
49604,304.0,10.0,16.6584,66.58,5.0047,136.99588477366254,2.7363275843312973,0.0054
49605,304.0,10.5,17.2213,66.89,4.9099,137.63374485596708,2.7490680702301065,0.0054
49606,304.0,11.0,17.557000000000002,62.77,5.0139,129.15637860082305,2.579742902800774,0.0054
49607,304.0,11.5,17.715,68.05,5.0663,140.02057613168725,2.7967421464966176,0.0054
49608,304.0,12.0,18.131,68.85,5.8329,141.66666666666666,2.8296208197838664,0.0054
49609,304.0,12.5,18.365,88.09,6.2039,181.25514403292183,3.6203529123422054,0.0054
49610,304.0,13.0,18.295,88.29,6.1902,181.66666666666669,3.6285725806640174,0.0054
49611,304.0,13.5,18.251,73.46,5.8075,151.15226337448559,3.0190841746016384,0.0054
49612,304.0,14.0,18.372,23.41,-18.609,48.168724279835395,0.9621121770681237,0.0054
49613,304.0,14.5,18.443,16.17,-18.581,33.27160493827161,0.6645601838185203,0.0054
49614,304.0,15.0,18.535,11.36,-18.548,23.374485596707817,0.46687716067893564,0.0054
49645,305.0,6.5,5.777,42.59,1.7836,87.63374485596708,1.7503783691299182,0.0054
49646,305.0,7.0,5.8020000000000005,117.4,4.7864,241.56378600823047,4.82494530490379,0.0054
49647,305.0,7.5,6.107,202.02,-1.638,415.67901234567904,8.302686971862553,0.0054
49648,305.0,8.0,6.377000000000001,285.12,3.9079,586.6666666666667,11.717959159575543,0.0054
49649,305.0,8.5,6.651,352.14,2.7293,724.5679012345679,14.472370014214825,0.0054
49650,305.0,9.0,7.011,424.43,2.1899,873.3127572016461,17.443369129133863,0.0054
49651,305.0,9.5,7.588999999999999,483.43,3.8701,994.7119341563787,19.868171284068477,0.0054
49652,305.0,10.0,7.791,530.31,0.8173199999999999,1091.1728395061727,21.794861538701266,0.0054
49653,305.0,10.5,8.083,559.42,4.2352,1151.0699588477366,22.99123426294104,0.0054
49654,305.0,11.0,8.603,587.7,5.1799,1209.2592592592594,24.153495363645295,0.0054
49655,305.0,11.5,8.354,589.5,5.0243,1212.962962962963,24.227472378541602,0.0054
49656,305.0,12.0,8.085,572.12,4.0007,1177.201646090535,23.513183201376116,0.0054
49657,305.0,12.5,7.974,548.27,5.0984,1128.1275720164608,22.532987754000004,0.0054
49658,305.0,13.0,7.702999999999999,512.66,2.9715,1054.8559670781892,21.069475809301334,0.0054
49659,305.0,13.5,7.315,461.42,4.2042,949.4238683127572,18.96359678525304,0.0054
49660,305.0,14.0,6.89,397.34,5.8361,817.5720164609053,16.330015054944393,0.0054
49661,305.0,14.5,6.716,323.75,3.9271,666.1522633744856,13.305588095933578,0.0054
49662,305.0,15.0,6.09,239.04,4.791,491.85185185185185,9.824147578229999,0.0054
49663,305.0,15.5,5.606,150.39,5.5865,309.4444444444444,6.180779594586719,0.0054
49664,305.0,16.0,5.129,65.73,5.1264,135.2469135802469,2.7013939939635954,0.0054
49693,306.0,6.5,0.048,39.31,4.0118,80.88477366255145,1.6155758086521976,0.0054
49694,306.0,7.0,0.105,113.63,0.16413,233.80658436213992,4.670004557037629,0.0054
49695,306.0,7.5,0.351,198.45,5.1437,408.3333333333333,8.155965892318203,0.0054
49696,306.0,8.0,0.999,281.92,5.0091,580.082304526749,11.586444466426546,0.0054
49697,306.0,8.5,1.722,358.49,3.8306,737.6337448559672,14.733344483432367,0.0054
49698,306.0,9.0,2.097,425.74,2.998,876.008230452675,17.497207956641734,0.0054
49699,306.0,9.5,2.7651,482.43,5.3539,992.6543209876544,19.827072942459417,0.0054
49700,306.0,10.0,3.3121,525.88,5.1543,1082.0576131687244,21.612795885373128,0.0054
49701,306.0,10.5,3.964,554.44,5.9468,1140.8230452674898,22.786564521727914,0.0054
49702,306.0,11.0,4.737,578.5,6.3473,1190.329218106996,23.77539062084193,0.0054
49703,306.0,11.5,5.584,574.5,6.8249,1182.0987654320988,23.610997254405685,0.0054
49704,306.0,12.0,6.239,557.6,4.9529,1147.3251028806585,22.91643528121255,0.0054
49705,306.0,12.5,6.567,531.83,7.8031,1094.3004115226338,21.85733101794704,0.0054
49706,306.0,13.0,6.87,495.9,4.1312,1020.3703703703703,20.380667603933468,0.0054
49707,306.0,13.5,7.451,444.15,6.3353,913.8888888888889,18.25382842566455,0.0054
49708,306.0,14.0,7.107,381.92,4.4074,785.843621399177,15.696278627332669,0.0054
49709,306.0,14.5,7.098,307.8,4.4647,633.3333333333334,12.65006954726905,0.0054
49710,306.0,15.0,6.8660000000000005,227.07,2.3673,467.22222222222223,9.332200429169536,0.0054
49711,306.0,15.5,6.632999999999999,140.11,7.7967,288.2921810699589,5.758288642845571,0.0054
49712,306.0,16.0,6.388999999999999,56.51,8.2152,116.27572016460906,2.322467284328051,0.0054
49741,307.0,6.5,2.319,33.06,3.7813,68.0246913580247,1.3587111735955648,0.0054
49742,307.0,7.0,2.8710000000000004,103.11,1.258,212.1604938271605,4.237650003310304,0.0054
49743,307.0,7.5,3.322,186.71,1.9846,384.1769547325103,7.673471361827825,0.0054
49744,307.0,8.0,3.824,268.06,3.6928,551.5637860082305,11.016821451724958,0.0054
49745,307.0,8.5,4.0280000000000005,343.49,2.9737,706.769547325103,14.116869359296448,0.0054
49746,307.0,9.0,4.596,409.14,3.1428,841.8518518518518,16.814975485931317,0.0054
49747,307.0,9.5,4.789,401.13,3.0639,825.3703703703704,16.485777769642738,0.0054
49748,307.0,10.0,4.901,441.93,3.7161,909.320987654321,18.162590107292434,0.0054
49749,307.0,10.5,5.132000000000001,431.96,3.5988,888.8065843621399,17.752839641450095,0.0054
49750,307.0,11.0,6.042000000000001,572.4,4.6023,1177.7777777777778,23.524690737026656,0.0054
49751,307.0,11.5,6.667999999999999,587.9,4.7866,1209.670781893004,24.161715031967102,0.0054
49752,307.0,12.0,7.055,473.99,3.6571,975.2880658436214,19.48020293927894,0.0054
49753,307.0,12.5,7.516,496.5,3.7928,1021.604938271605,20.405326608898907,0.0054
49754,307.0,13.0,7.691,540.79,4.4685,1112.7366255144032,22.225572158764226,0.0054
49755,307.0,13.5,7.733,439.0,4.4566,903.2921810699588,18.042171966377882,0.0054
49756,307.0,14.0,7.394,213.1,1.9965,438.47736625514403,8.75805659689095,0.0054
49757,307.0,14.5,6.92,124.82,6.16,256.8312757201646,5.1298949996430245,0.0054
49758,307.0,15.0,7.072,224.2,1.8528,461.3168724279835,9.21424818875153,0.0054
49759,307.0,15.5,7.185,127.58,6.2327,262.5102880658436,5.243326422484033,0.0054
49760,307.0,16.0,6.553,26.0,-0.89192,53.49794238683128,1.0685568818355922,0.0054
49789,308.0,6.5,0.823,31.5,3.1511,64.81481481481481,1.2945977606854289,0.0054
49790,308.0,7.0,1.725,100.91,0.3916,207.63374485596708,4.14723365177037,0.0054
49791,308.0,7.5,2.443,180.55,1.1937,371.50205761316874,7.420305577516007,0.0054
49792,308.0,8.0,2.873,260.74,2.8634,536.5020576131687,10.715981591146628,0.0054
49793,308.0,8.5,3.689,337.25,2.3444,693.9300411522634,13.860415707655903,0.0054
49794,308.0,9.0,4.138,404.78,3.1826,832.8806584362139,16.635786716515806,0.0054
49795,308.0,9.5,4.555,461.97,3.1871,950.5555555555557,18.986200873138024,0.0054
49796,308.0,10.0,5.277,504.44,3.5005,1037.9423868312758,20.731647441274855,0.0054
49797,308.0,10.5,5.582999999999999,542.38,4.0492,1116.008230452675,22.290918521922638,0.0054
49798,308.0,11.0,6.343,438.2,3.4271,901.6460905349794,18.009293293090636,0.0054
49799,308.0,11.5,6.882999999999999,548.7,3.854,1129.0123456790125,22.550660040891906,0.0054
49800,308.0,12.0,7.1370000000000005,525.98,3.5977,1082.2633744855968,21.616905719534035,0.0054
49801,308.0,12.5,7.419,510.66,3.3212,1050.7407407407409,20.987279126083216,0.0054
49802,308.0,13.0,7.837000000000001,382.69,3.49,787.4279835390946,15.727924350371646,0.0054
49803,308.0,13.5,7.957999999999999,307.71,3.5922,633.1481481481482,12.646370696524235,0.0054
49804,308.0,14.0,8.254,233.04,1.6877,479.5061728395062,9.577557528575632,0.0054
49805,308.0,14.5,7.82,124.6,5.8763,256.37860082304525,5.12085336448903,0.0054
49806,308.0,15.0,7.856,81.7,7.8889,168.10699588477368,3.357734509460304,0.0054
49807,308.0,15.5,7.684,38.6,0.38163,79.42386831275721,1.586395986109764,0.0054
49808,308.0,16.0,7.485,12.1,-3.2646,24.897119341563787,0.497289933469641,0.0054
49837,309.0,6.5,6.755,13.8,-1.7601,28.395061728395063,0.5671571142050451,0.0054
49838,309.0,7.0,6.572,44.2,0.97618,90.94650205761317,1.816546699120507,0.0054
49839,309.0,7.5,6.456,88.52,5.1379,182.13991769547326,3.638025199234101,0.0054
49840,309.0,8.0,7.047000000000001,125.57,5.1778,258.3744855967078,5.16071875584982,0.0054
49841,309.0,8.5,8.165,170.19,2.7946,350.18518518518516,6.994526758446132,0.0054
49842,309.0,9.0,9.088,112.75,-0.84672,231.99588477366257,4.633838016421655,0.0054
49843,309.0,9.5,8.957,39.79,3.1738,81.8724279835391,1.635303012624547,0.0054
49844,309.0,10.0,9.06,100.42,-0.8828799999999999,206.6255144032922,4.12709546438193,0.0054
49845,309.0,10.5,10.058,173.03,1.8027,356.02880658436214,7.111246048615866,0.0054
49846,309.0,11.0,10.678,160.04,1.9899,329.30041152263374,6.577378591114161,0.0054
49847,309.0,11.5,10.898,162.33,2.0469,334.01234567901236,6.671493793398912,0.0054
49848,309.0,12.0,11.067,114.72,-2.9023,236.0493827160494,4.714801749391506,0.0054
49849,309.0,12.5,10.769,50.94,6.0492,104.81481481481481,2.0935495215655795,0.0054
49850,309.0,13.0,10.08,35.56,3.44,73.1687242798354,1.461457027618218,0.0054
49851,309.0,13.5,9.974,43.34,3.3918,89.1769547325103,1.7812021253367143,0.0054
49852,309.0,14.0,9.871,25.45,3.2087,52.36625514403292,1.0459527939506086,0.0054
49853,309.0,14.5,9.727,28.05,3.1487,57.71604938271605,1.1528084821341678,0.0054
49854,309.0,15.0,10.187,43.99,7.512,90.51440329218107,1.807916047382604,0.0054
49855,309.0,15.5,10.131,19.5,3.2992,40.123456790123456,0.8014176613766941,0.0054
49856,309.0,16.0,10.229,13.4,3.4183,27.572016460905353,0.5507177775614207,0.0054
49885,310.0,6.5,2.257,28.04,2.5868,57.69547325102881,1.1523974987180772,0.0054
49886,310.0,7.0,2.529,96.08,4.3649,197.6954732510288,3.948728661798604,0.0054
49887,310.0,7.5,2.943,178.6,0.38773,367.4897119341564,7.340163811378337,0.0054
49888,310.0,8.0,3.573,258.58,2.0794,532.0576131687243,10.627209173271055,0.0054
49889,310.0,8.5,3.978,335.79,1.415,690.925925925926,13.800412128906675,0.0054
49890,310.0,9.0,4.397,402.16,2.2213,827.4897119341565,16.52810906150007,0.0054
49891,310.0,9.5,5.038,448.9,2.2622,923.6625514403291,18.449045548307588,0.0054
49892,310.0,10.0,5.505,501.28,1.8938,1031.4403292181069,20.601776681790216,0.0054
49893,310.0,10.5,5.9209,531.0,2.5713,1092.5925925925926,21.82321939441152,0.0054
49894,310.0,11.0,6.449,553.5,2.7441,1138.888888888889,22.747932080615396,0.0054
49895,310.0,11.5,6.8420000000000005,549.7,2.6608,1131.0699588477366,22.591758382500963,0.0054
49896,310.0,12.0,7.059,530.99,2.6555,1092.5720164609054,21.822808410995428,0.0054
49897,310.0,12.5,7.091,505.83,1.9757,1040.8024691358025,20.78877413611145,0.0054
49898,310.0,13.0,7.671589,472.37,2.0251,971.9547325102881,19.41362362587226,0.0054
49899,310.0,13.5,7.067,423.27,2.4532,870.9259259259259,17.39569505286735,0.0054
49900,310.0,14.0,7.0360000000000005,361.29,2.1485,743.3950617283951,14.848419839937737,0.0054
49901,310.0,14.5,6.835,287.46,2.2204,591.4814814814814,11.814129278940742,0.0054
49902,310.0,15.0,6.78,207.82,-0.018127,427.61316872427983,8.541057353195107,0.0054
49903,310.0,15.5,6.306,124.71,4.1853,256.6049382716049,5.125374182066027,0.0054
49904,310.0,16.0,5.8260000000000005,44.87,0.6540199999999999,92.32510288065843,1.8440825879985778,0.0054
49933,311.0,6.5,4.912,16.27,1.7758,33.477366255144034,0.6686700179794264,0.0054
49934,311.0,7.0,5.448,72.71,3.723,149.60905349794237,2.9882604183948422,0.0054
49935,311.0,7.5,5.824,84.3,3.8112,173.45679012345678,3.4645901976438624,0.0054
49936,311.0,8.0,5.954,50.14,1.4824,103.16872427983539,2.0606708482783307,0.0054
49937,311.0,8.5,6.283,45.74,0.051333,94.11522633744856,1.8798381451984612,0.0054
49938,311.0,9.0,6.465,37.15,0.087639,76.440329218107,1.5268033907766252,0.0054
49939,311.0,9.5,6.686,59.03,3.9923,121.46090534979425,2.4260351051828852,0.0054
49940,311.0,10.0,6.822,77.97,4.0161,160.4320987654321,3.204437695258505,0.0054
49941,311.0,10.5,7.192,76.5,4.1018,157.40740740740742,3.144023133093185,0.0054
49942,311.0,11.0,7.451,72.33,4.158,148.82716049382717,2.9726430485833997,0.0054
49943,311.0,11.5,7.567,54.1,4.1761,111.31687242798354,2.2234202810502133,0.0054
49944,311.0,12.0,7.746,60.76,6.0861,125.02057613168724,2.4971352361665606,0.0054
49945,311.0,12.5,7.962000000000001,79.54,5.9372,163.66255144032922,3.268962091584731,0.0054
49946,311.0,13.0,7.377999999999999,71.26,4.0883,146.6255144032922,2.928667823061704,0.0054
49947,311.0,13.5,6.65,49.65,-0.32578,102.1604938271605,2.0405326608898906,0.0054
49948,311.0,14.0,5.901,44.07,1.3272,90.67901234567901,1.8112039147113288,0.0054
49949,311.0,14.5,5.335,27.08,1.4254,55.7201646090535,1.1129430907733784,0.0054
49950,311.0,15.0,5.17,13.79,1.4748,28.374485596707817,0.5667461307889545,0.0054
49981,312.0,6.5,-5.231,23.41,0.164,48.168724279835395,0.9621121770681237,0.0054
49982,312.0,7.0,-5.071000000000001,90.84,1.1834,186.9135802469136,3.7333733517671233,0.0054
49983,312.0,7.5,-4.648,192.35,-1.5005,395.7818930041152,7.905266008502929,0.0054
49984,312.0,8.0,-4.238,253.3,-0.13367,521.1934156378601,10.410209929575212,0.0054
49985,312.0,8.5,-4.489,187.44,1.0547,385.67901234567904,7.70347315120244,0.0054
49986,312.0,9.0,-4.715,152.65,1.0031,314.09465020576135,6.273661846623199,0.0054
49987,312.0,9.5,-4.64,227.03,0.11314,467.1399176954733,9.330556495505174,0.0054
49988,312.0,10.0,-4.1262,385.81,-0.21075,793.8477366255145,15.856151176191918,0.0054
49989,312.0,10.5,-3.8791,303.3,-0.42894,624.0740740740741,12.465127010028276,0.0054
49990,312.0,11.0,-3.6201,392.4,-0.12155,807.4074074074074,16.12698924739563,0.0054
49991,312.0,11.5,-3.437,332.22,-1.074,683.5802469135804,13.653691049362328,0.0054
49992,312.0,12.0,-3.4894,332.38,-1.0915,683.9094650205761,13.660266784019775,0.0054
49993,312.0,12.5,-3.1153,470.39,-0.8082699999999999,967.8806584362139,19.332248909486317,0.0054
49994,312.0,13.0,-2.8591,388.89,0.0059678,800.1851851851852,15.982734068347826,0.0054
49995,312.0,13.5,-3.281,223.39,0.33358,459.65020576131684,9.18095853204819,0.0054
49996,312.0,14.0,-3.213,312.64,-0.24566,643.2921810699588,12.848985520656905,0.0054
49997,312.0,14.5,-3.096,218.32,2.0728,449.2181069958848,8.97258994009025,0.0054
49998,312.0,15.0,-3.011,155.29,1.933,319.5267489711934,6.38216146847112,0.0054
49999,312.0,15.5,-3.861,32.16,0.32209,66.17283950617283,1.3217226661474095,0.0054
50000,312.0,16.0,-3.944,17.86,0.29907,36.748971193415635,0.7340163811378337,0.0054
50029,313.0,6.5,-7.576,23.39,-0.40401,48.12757201646091,0.9612902102359425,0.0054
50030,313.0,7.0,-7.046,88.15,1.1314,181.37860082304528,3.6228188128387484,0.0054
50031,313.0,7.5,-6.104,181.63,1.199,373.724279835391,7.464691786453794,0.0054
50032,313.0,8.0,-5.504,282.81,0.22264,581.9135802469136,11.62302199045861,0.0054
50033,313.0,8.5,-4.694,328.17,0.74179,675.246913580247,13.487242765845629,0.0054
50034,313.0,9.0,-4.306,396.44,0.093508,815.7201646090535,16.29302654749624,0.0054
50035,313.0,9.5,-3.338,454.78,0.41475,935.761316872428,18.690703796968872,0.0054
50036,313.0,10.0,-2.486,493.9,0.90216,1016.2551440329217,20.298470920715346,0.0054
50037,313.0,10.5,-1.825,520.26,1.6529,1070.4938271604938,21.3818232055302,0.0054
50038,313.0,11.0,-0.95,546.0,1.7895,1123.4567901234568,22.439694518547437,0.0054
50039,313.0,11.5,-0.452,543.6,2.031,1118.5185185185187,22.341058498685694,0.0054
50040,313.0,12.0,-0.531,521.03,-0.2046,1072.0781893004114,21.413468928569177,0.0054
50041,313.0,12.5,0.086,502.91,0.99999,1034.7942386831276,20.66876697861299,0.0054
50042,313.0,13.0,0.242,469.66,1.3594,966.3786008230453,19.3022471201117,0.0054
50043,313.0,13.5,0.246,411.58,2.2986,846.8724279835391,16.915255439457425,0.0054
50044,313.0,14.0,0.085,350.06,1.4226,720.2880658436214,14.386885463667978,0.0054
50045,313.0,14.5,0.1169999999999999,274.26,2.0015,564.320987654321,11.271631169701136,0.0054
50046,313.0,15.0,-0.037,193.45,1.8391,398.04526748971193,7.950474184272897,0.0054
50047,313.0,15.5,-0.241,112.32,1.9366,231.11111111111111,4.616165729529759,0.0054
50048,313.0,16.0,-0.62,33.5,1.0578,68.93004115226337,1.3767944439035515,0.0054
50077,314.0,6.5,-1.391,21.14,0.71175,43.49794238683128,0.8688189416155546,0.0054
50078,314.0,7.0,-1.548,54.09,1.1566,111.2962962962963,2.2230092976341225,0.0054
50079,314.0,7.5,-1.429,87.7,1.4682,180.45267489711935,3.604324559114671,0.0054
50080,314.0,8.0,-1.063,106.07,1.599,218.25102880658434,4.359301094473126,0.0054
50081,314.0,8.5,-0.5770000000000001,185.63,1.5408,381.95473251028807,7.629085152890038,0.0054
50082,314.0,9.0,0.509,289.6,1.5488,595.8847736625515,11.902079729984138,0.0054
50083,314.0,9.5,1.071,169.02,2.1933,347.7777777777778,6.946441698763532,0.0054
50084,314.0,10.0,1.463,189.24,2.5289,389.38271604938274,7.77745016609875,0.0054
50085,314.0,10.5,2.15,253.19,1.7235,520.9670781893004,10.405689111998216,0.0054
50086,314.0,11.0,2.6210000000000004,228.27,2.5571,469.6913580246914,9.381518439100411,0.0054
50087,314.0,11.5,3.169,277.81,1.9335,571.6255144032922,11.417530282413303,0.0054
50088,314.0,12.0,4.74,456.43,1.6362,939.1563786008231,18.758516060623823,0.0054
50089,314.0,12.5,5.933,473.31,-0.0262279999999999,973.8888888888889,19.452256066984777,0.0054
50090,314.0,13.0,6.526,381.95,0.1195599999999999,785.9053497942386,15.69751157758094,0.0054
50091,314.0,13.5,6.19,136.1,2.4419,280.0411522633745,5.593484292993235,0.0054
50092,314.0,14.0,5.981,64.16,0.96204,132.0164609053498,2.6368695976373693,0.0054
50093,314.0,14.5,5.848,61.7,1.2274,126.95473251028808,2.535767677279079,0.0054
50094,314.0,15.0,5.832000000000001,65.79,0.91199,135.37037037037038,2.7038598944601393,0.0054
50095,314.0,15.5,5.747000000000001,59.25,1.1861,121.91358024691358,2.4350767403368785,0.0054
50096,314.0,16.0,5.396,15.8,1.4483,32.510288065843625,0.6493537974231677,0.0054
50126,315.0,7.0,3.991,33.69,0.8825299999999999,69.32098765432099,1.3846031288092733,0.0054
50127,315.0,7.5,4.02,55.6,0.92441,114.40329218106996,2.285067793463805,0.0054
50128,315.0,8.0,4.257,92.05,1.4805,189.40329218106996,3.783102345114087,0.0054
50129,315.0,8.5,4.797,86.74,1.2755,178.47736625514403,3.564870151169972,0.0054
50130,315.0,9.0,5.202000000000001,60.04,0.96874,123.53909465020577,2.467544430208037,0.0054
50131,315.0,9.5,5.489,60.87,0.90673,125.24691358024691,2.5016560537435577,0.0054
50132,315.0,10.0,5.853,100.66,1.4953,207.119341563786,4.136959066368105,0.0054
50133,315.0,10.5,6.377000000000001,149.68,1.9706,307.9835390946502,6.151599772044286,0.0054
50134,315.0,11.0,7.085,220.88,-0.95162,454.48559670781896,9.077801694609448,0.0054
50135,315.0,11.5,7.617999999999999,164.9,0.34644,339.30041152263374,6.777116531334198,0.0054
50136,315.0,12.0,7.973,190.37,-1.6419,391.7078189300412,7.823891292116989,0.0054
50137,315.0,12.5,7.974,134.05,1.64,275.82304526748976,5.509232692694661,0.0054
50138,315.0,13.0,7.812,79.17,0.75643,162.90123456790124,3.2537557051893784,0.0054
50139,315.0,13.5,7.4857,65.33,0.63834,134.4238683127572,2.684954657319971,0.0054
50140,315.0,14.0,7.303,56.94,0.80333,117.1604938271605,2.340139571219947,0.0054
50141,315.0,14.5,6.99,43.33,-0.37771,89.15637860082305,1.7807911419206235,0.0054
50142,315.0,15.0,6.759,40.17,-0.25124,82.65432098765433,1.6509203824359902,0.0054
50143,315.0,15.5,5.999,22.3,1.0956,45.884773662551446,0.9164930178820658,0.0054
50174,316.0,7.0,3.651,16.67,0.4873,34.30041152263375,0.685109354623051,0.0054
50175,316.0,7.5,4.402,33.78,0.66238,69.50617283950618,1.3883019795540887,0.0054
50176,316.0,8.0,3.222,10.8,0.41422,22.222222222222225,0.4438620893778615,0.0054
50177,316.0,8.5,1.765,12.12,0.12253,24.938271604938272,0.49811190030182223,0.0054
50178,316.0,9.0,1.591,23.68,0.12763,48.724279835390945,0.9732087293025702,0.0054
50179,316.0,9.5,1.188,28.22,0.31431,58.065843621399175,1.159795200207708,0.0054
50180,316.0,10.0,0.311,48.03,0.68104,98.82716049382717,1.9739533474832114,0.0054
50181,316.0,10.5,-0.17,51.38,0.43775,105.72016460905351,2.111632791873567,0.0054
50182,316.0,11.0,-0.7813,54.04,-0.045334,111.19341563786008,2.2209543805536693,0.0054
50183,316.0,11.5,-1.2995,56.4,-0.11083,116.04938271604938,2.317946466751054,0.0054
50184,316.0,12.0,-1.9906,46.52,0.42245,95.72016460905351,1.9118948516535292,0.0054
50185,316.0,12.5,-2.6572,44.76,0.23367,92.09876543209876,1.839561770421581,0.0054
50186,316.0,13.0,-3.1363,39.38,0.13278,81.02880658436214,1.6184526925648317,0.0054
50187,316.0,13.5,-3.5839,28.01,0.080075,57.63374485596708,1.1511645484698054,0.0054
50188,316.0,14.0,-3.7237,33.8,0.017639,69.54732510288065,1.3891239463862697,0.0054
50189,316.0,14.5,-3.9836,33.82,-0.23219,69.58847736625515,1.3899459132184513,0.0054
50190,316.0,15.0,-4.17,23.6,-1.3924,48.55967078189301,0.9699208619738454,0.0054
50191,316.0,15.5,-4.172,17.5,-1.0441,36.0082304526749,0.7192209781585718,0.0054
50192,316.0,16.0,-4.23,12.72,0.53728,26.172839506172842,0.522770905267259,0.0054
50221,317.0,6.5,-11.823,14.82,-0.99796,30.49382716049383,0.6090774226462876,0.0054
